[child1:4740] [0] ioctl(fd=259, cmd=0x40080925, arg=0x24010000) = -1 (Bad address)
[child1:4740] [3620] ioctl(fd=259, cmd=0xc0080913, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [3621] ioctl(fd=259, cmd=0x800c0912, arg=0xffffffff) = -1 (Bad address)
[child1:4740] [3622] ioctl(fd=259, cmd=0x40100930, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [3623] ioctl(fd=259, cmd=0x80080911, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [3624] ioctl(fd=259, cmd=0x80080911, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [3625] ioctl(fd=259, cmd=0xc00c0902, arg=0xb6d5e000) = -1 (Invalid argument)
[child1:4740] [3626] ioctl(fd=259, cmd=0x40040921, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [3627] ioctl(fd=259, cmd=0x40100939, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [3628] ioctl(fd=259, cmd=0xc01c0934, arg=0xb4f5e000) = -1 (Invalid argument)
[child1:4740] [3629] ioctl(fd=259, cmd=0x970e, arg=0x66d634) = -1 (Not a typewriter)
[child1:4740] [3630] ioctl(fd=259, cmd=0x40200931, arg=0xb655e000) = 0
[child1:4740] [3631] ioctl(fd=259, cmd=0xc00c0916, arg=0xb6e62000) = -1 (Invalid argument)
[child1:4740] [3632] ioctl(fd=259, cmd=0xc00c0923, arg=0xb6b5e000) = -1 (Not a typewriter)
[child1:4740] [3633] ioctl(fd=259, cmd=0x403c0922, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [3634] ioctl(fd=259, cmd=0xc0080911, arg=0xffe6fd71) = -1 (Bad address)
[child1:4740] [3635] ioctl(fd=259, cmd=0x403c0922, arg=0x9c000001) = -1 (Bad address)
[child1:4740] [3636] ioctl(fd=259, cmd=0x40140937, arg=0xb675e000) = -1 (Invalid argument)
[child1:4740] [3637] ioctl(fd=259, cmd=0xc0280936, arg=0xbf800012) = -1 (Bad address)
[child1:4740] [3638] ioctl(fd=259, cmd=0x40080906, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [3639] ioctl(fd=259, cmd=0xc0280936, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [3640] ioctl(fd=259, cmd=0x40100930, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [3641] ioctl(fd=259, cmd=0x40100939, arg=0xb6b5e000) = -1 (Invalid argument)
[child1:4740] [3642] ioctl(fd=259, cmd=0x40100930, arg=0x80002520) = -1 (Bad address)
[child1:4740] [3643] ioctl(fd=259, cmd=0x40040924, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [3644] ioctl(fd=259, cmd=0xc0140933, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [3645] ioctl(fd=259, cmd=0xc0140933, arg=0xb9d35a27) = -1 (Bad address)
[child1:4740] [3646] ioctl(fd=259, cmd=0xc00c0916, arg=0x88005000) = -1 (Bad address)
[child1:4740] [3647] ioctl(fd=259, cmd=0x80080911, arg=0xb6e60000) = 0
[child1:4740] [3648] ioctl(fd=259, cmd=0x40100930, arg=0xa6fd7d) = -1 (Bad address)
[child1:4740] [3649] ioctl(fd=259, cmd=0x40040924, arg=0xb6e60000) = -1 (Invalid argument)
[child1:4740] [3650] ioctl(fd=259, cmd=0x40040921, arg=0xb6e5e000) = -1 (Invalid argument)
[child1:4740] [3651] ioctl(fd=259, cmd=0x800c0912, arg=0xbf800000) = -1 (Bad address)
[child1:4740] [3652] ioctl(fd=259, cmd=0x40080925, arg=0x0) = -1 (Bad address)
[child1:4740] [3653] ioctl(fd=259, cmd=0x400c0932, arg=0xf2ae7fff) = -1 (Bad address)
[child1:4740] [3654] ioctl(fd=259, cmd=0xc0280936, arg=0xffff5c10) = -1 (Bad address)
[child1:4740] [3655] ioctl(fd=259, cmd=0xc00c0923, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [3656] ioctl(fd=259, cmd=0x400c0932, arg=0xb675e000) = -1 (Invalid argument)
[child1:4740] [3657] ioctl(fd=259, cmd=0x40080925, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [3658] ioctl(fd=259, cmd=0x800c0912, arg=0xb655e000) = 0
[child1:4740] [3659] ioctl(fd=259, cmd=0x400c0912, arg=0xb615e000) = -1 (Invalid argument)
[child1:4740] [3660] ioctl(fd=259, cmd=0x800c0912, arg=0xb675e000) = -1 (Invalid argument)
[child1:4740] [3661] ioctl(fd=259, cmd=0xc010093b, arg=0xb6d5e000) = -1 (Invalid argument)
[child1:4740] [3662] ioctl(fd=259, cmd=0xc0280936, arg=0xb655e000) = -1 (Invalid argument)
[child1:4740] [3663] ioctl(fd=259, cmd=0x800c0912, arg=0xb675e000) = -1 (Invalid argument)
[child1:4740] [3664] ioctl(fd=259, cmd=0x40200931, arg=0x805d0200) = -1 (Bad address)
[child1:4740] [3665] ioctl(fd=259, cmd=0x80080911, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [3666] ioctl(fd=259, cmd=0x400c092e, arg=0xb675e000) = -1 (Not a typewriter)
[child1:4740] [3667] ioctl(fd=259, cmd=0x40140937, arg=0xfffffbfe) = -1 (Bad address)
[child1:4740] [3668] ioctl(fd=259, cmd=0x40040924, arg=0xffffffef) = -1 (Bad address)
[child1:4740] [3669] ioctl(fd=259, cmd=0x40140937, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [3670] ioctl(fd=259, cmd=0x400c0912, arg=0xb675e000) = -1 (Invalid argument)
[child1:4740] [3671] ioctl(fd=259, cmd=0xc018093a, arg=0xb6e5e000) = -1 (Invalid argument)
[child1:4740] [3672] ioctl(fd=259, cmd=0x40100930, arg=0x840098e8) = -1 (Bad address)
[child1:4740] [3673] ioctl(fd=259, cmd=0xc0080935, arg=0xb6e62000) = -1 (Invalid argument)
[child1:4740] [3674] ioctl(fd=259, cmd=0x80080911, arg=0xb455e000) = 0
[child1:4740] [3675] ioctl(fd=259, cmd=0xc00c0902, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [3676] ioctl(fd=259, cmd=0xc018093a, arg=0xff7fef3f) = -1 (Bad address)
[child1:4740] [3677] ioctl(fd=259, cmd=0x40100939, arg=0xb6b5e000) = -1 (Invalid argument)
[child1:4740] [3678] ioctl(fd=259, cmd=0xc00c0916, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [3679] ioctl(fd=259, cmd=0x40200931, arg=0x800c2081) = -1 (Bad address)
[child1:4740] [3680] ioctl(fd=259, cmd=0x40140937, arg=0xb455e000) = -1 (Invalid argument)
[child1:4740] [3681] ioctl(fd=259, cmd=0x40200931, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [3682] ioctl(fd=259, cmd=0x40100939, arg=0x28000000) = -1 (Bad address)
[child1:4740] [3683] ioctl(fd=259, cmd=0x400c092e, arg=0x81000000) = -1 (Bad address)
[child1:4740] [3684] ioctl(fd=259, cmd=0x40040924, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [3685] ioctl(fd=259, cmd=0xc0140938, arg=0xffdff000) = -1 (Bad address)
[child1:4740] [3686] ioctl(fd=259, cmd=0x40100939, arg=0x3fbd1fff) = -1 (Bad address)
[child1:4740] [3687] ioctl(fd=259, cmd=0x40140937, arg=0xb6e5e000) = -1 (Invalid argument)
[child1:4740] [3688] ioctl(fd=259, cmd=0x40040924, arg=0xb4f5e000) = -1 (Invalid argument)
[child1:4740] [3689] ioctl(fd=259, cmd=0xc0080913, arg=0xb655e000) = 0
[child1:4740] [3690] ioctl(fd=259, cmd=0x40100917, arg=0x6275a68) = -1 (Bad address)
[child1:4740] [3691] ioctl(fd=259, cmd=0xc00c092f, arg=0xdfffff7f) = -1 (Bad address)
[child1:4740] [3692] ioctl(fd=259, cmd=0x400c092e, arg=0x4a000075) = -1 (Bad address)
[child1:4740] [3693] ioctl(fd=259, cmd=0xc01c0915, arg=0xb6c5e000) = -1 (Invalid argument)
[child1:4740] [3694] ioctl(fd=259, cmd=0x40100939, arg=0xb675e000) = -1 (Invalid argument)
[child1:4740] [3695] ioctl(fd=259, cmd=0x40040924, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [3696] ioctl(fd=259, cmd=0x400c0907, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [3697] ioctl(fd=259, cmd=0x80080911, arg=0xb695e000) = 0
[child1:4740] [3698] ioctl(fd=259, cmd=0x400c0912, arg=0xbb4d7bba) = -1 (Bad address)
[child1:4740] [3699] ioctl(fd=259, cmd=0x403c0922, arg=0xb695e000) = -1 (Not a typewriter)
[child1:4740] [3700] ioctl(fd=259, cmd=0xc0280936, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [3701] ioctl(fd=259, cmd=0xc00c092f, arg=0x9570eda5) = -1 (Bad address)
[child1:4740] [3702] ioctl(fd=259, cmd=0xc00c0916, arg=0x40842000) = -1 (Bad address)
[child1:4740] [3703] ioctl(fd=259, cmd=0x40100930, arg=0xb6d5e000) = -1 (Invalid argument)
[child1:4740] [3704] ioctl(fd=259, cmd=0x400c0907, arg=0xfffffffb) = -1 (Bad address)
[child1:4740] [3705] ioctl(fd=259, cmd=0xc00c092f, arg=0x8000a000) = -1 (Bad address)
[child1:4740] [3706] ioctl(fd=259, cmd=0xc0140910, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [3707] ioctl(fd=259, cmd=0x40040914, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [3708] ioctl(fd=259, cmd=0x40080906, arg=0xb6d5e000) = 0
[child1:4740] [3709] ioctl(fd=259, cmd=0xc0280936, arg=0xb695e000) = -1 (Invalid argument)
[child1:4740] [3710] ioctl(fd=259, cmd=0x40040914, arg=0x4000003b) = -1 (Bad address)
[child1:4740] [3711] ioctl(fd=259, cmd=0xc0080935, arg=0xff000017) = -1 (Bad address)
[child1:4740] [3712] ioctl(fd=259, cmd=0xc0140933, arg=0xbf800000) = -1 (Bad address)
[child1:4740] [3713] ioctl(fd=259, cmd=0xc00c0916, arg=0xb3b5e000) = -1 (Invalid argument)
[child1:4740] [3714] ioctl(fd=259, cmd=0x40040924, arg=0xffffc786) = -1 (Bad address)
[child1:4740] [3715] ioctl(fd=259, cmd=0x40040914, arg=0xb595e000) = -1 (Invalid argument)
[child1:4740] [3716] ioctl(fd=259, cmd=0xc00c092f, arg=0xb5d5e000) = 0
[child1:4740] [3717] ioctl(fd=259, cmd=0x40080906, arg=0xb6e60000) = 0
[child1:4740] [3718] ioctl(fd=259, cmd=0xc0140938, arg=0xb655e000) = -1 (Invalid argument)
[child1:4740] [3719] ioctl(fd=259, cmd=0x40080925, arg=0xc894) = -1 (Invalid argument)
[child1:4740] [3720] ioctl(fd=259, cmd=0x40040921, arg=0xb4f5e000) = -1 (Invalid argument)
[child1:4740] [3721] ioctl(fd=259, cmd=0xc018093a, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [3722] ioctl(fd=259, cmd=0xc00c0923, arg=0xb615e000) = -1 (Not a typewriter)
[child1:4740] [3723] ioctl(fd=259, cmd=0x40100930, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [3724] ioctl(fd=259, cmd=0xc018093a, arg=0xb6e5e000) = -1 (Invalid argument)
[child1:4740] [3725] ioctl(fd=259, cmd=0xc01c0915, arg=0x7d62afff) = -1 (Bad address)
[child1:4740] [3726] ioctl(fd=259, cmd=0xc0080935, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [3727] ioctl(fd=259, cmd=0x400c0932, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [3728] ioctl(fd=259, cmd=0x40080906, arg=0x40000000) = -1 (Bad address)
[child1:4740] [3729] ioctl(fd=259, cmd=0xc0100920, arg=0xfc7098a2) = -1 (Bad address)
[child1:4740] [3730] ioctl(fd=259, cmd=0x40040924, arg=0xb595e000) = -1 (Invalid argument)
[child1:4740] [3731] ioctl(fd=259, cmd=0x40100939, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [3732] ioctl(fd=259, cmd=0x800c0912, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [3733] ioctl(fd=259, cmd=0x400c0907, arg=0xb655e000) = -1 (Invalid argument)
[child1:4740] [3734] ioctl(fd=259, cmd=0xc0080935, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [3735] ioctl(fd=259, cmd=0x40100930, arg=0xb675e000) = -1 (Invalid argument)
[child1:4740] [3736] ioctl(fd=259, cmd=0x400c0932, arg=0xb4f5e000) = -1 (Invalid argument)
[child1:4740] [3737] ioctl(fd=259, cmd=0xc0080911, arg=0x80000053) = -1 (Bad address)
[child1:4740] [3738] ioctl(fd=259, cmd=0x40140937, arg=0xb655e000) = -1 (Invalid argument)
[child1:4740] [3739] ioctl(fd=259, cmd=0xc01c0934, arg=0x76747474) = -1 (Bad address)
[child1:4740] [3740] ioctl(fd=259, cmd=0x40140937, arg=0xb4f5e000) = -1 (Invalid argument)
[child1:4740] [3741] ioctl(fd=259, cmd=0x400c0907, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [3742] ioctl(fd=259, cmd=0xc0140910, arg=0xb6b5e000) = -1 (Invalid argument)
[child1:4740] [3743] ioctl(fd=259, cmd=0xc00c0902, arg=0x0) = -1 (Bad address)
[child1:4740] [3744] ioctl(fd=259, cmd=0x400c0932, arg=0xb6e62000) = -1 (Invalid argument)
[child1:4740] [3745] ioctl(fd=259, cmd=0x40040921, arg=0xe62675f7) = -1 (Bad address)
[child1:4740] [3746] ioctl(fd=259, cmd=0x40100930, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [3747] ioctl(fd=259, cmd=0x40040924, arg=0xb6e5e000) = -1 (Invalid argument)
[child1:4740] [3748] ioctl(fd=259, cmd=0xc0140938, arg=0xb6e62000) = -1 (Invalid argument)
[child1:4740] [3749] ioctl(fd=259, cmd=0x40100917, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [3750] ioctl(fd=259, cmd=0x40040921, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [3751] ioctl(fd=259, cmd=0x403c0922, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [3752] ioctl(fd=259, cmd=0x40080925, arg=0xfffff000) = -1 (Bad address)
[child1:4740] [3753] ioctl(fd=259, cmd=0xc01c0915, arg=0xb5d5e000) = -1 (Operation not permitted)
[child1:4740] [3754] ioctl(fd=259, cmd=0xc0280936, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [3755] ioctl(fd=259, cmd=0x40140931, arg=0x6000020) = -1 (Bad address)
[child1:4740] [3756] ioctl(fd=259, cmd=0x403c0922, arg=0xb5d5e000) = -1 (Not a typewriter)
[child1:4740] [3757] ioctl(fd=259, cmd=0xc01c0934, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [3758] ioctl(fd=259, cmd=0xc0140910, arg=0xb675e000) = -1 (Invalid argument)
[child1:4740] [3759] ioctl(fd=259, cmd=0x40080906, arg=0x8000b2b2) = -1 (Bad address)
[child1:4740] [3760] ioctl(fd=259, cmd=0xc0140910, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [3761] ioctl(fd=259, cmd=0x400c092e, arg=0xb695e000) = -1 (Not a typewriter)
[child1:4740] [3762] ioctl(fd=259, cmd=0xc00c0902, arg=0x802f4e92) = -1 (Bad address)
[child1:4740] [3763] ioctl(fd=259, cmd=0x40080906, arg=0xffffff58) = -1 (Bad address)
[child1:4740] [3764] ioctl(fd=259, cmd=0xc0140910, arg=0xb675e000) = -1 (Invalid argument)
[child1:4740] [3765] ioctl(fd=259, cmd=0x40100917, arg=0xffffcfff) = -1 (Bad address)
[child1:4740] [3766] ioctl(fd=259, cmd=0x40080925, arg=0xb6d5e000) = -1 (Invalid argument)
[child1:4740] [3767] ioctl(fd=259, cmd=0xc018093a, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [3768] ioctl(fd=259, cmd=0xc00c0902, arg=0xb6c5e000) = -1 (Invalid argument)
[child1:4740] [3769] ioctl(fd=259, cmd=0xc00c0902, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [3770] ioctl(fd=259, cmd=0x40080906, arg=0x12004f5f) = -1 (Bad address)
[child1:4740] [3771] ioctl(fd=259, cmd=0x40100917, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [3772] ioctl(fd=259, cmd=0x40040921, arg=0xb4f5e000) = -1 (Invalid argument)
[child1:4740] [3773] ioctl(fd=259, cmd=0xc01c0915, arg=0x796befef) = -1 (Bad address)
[child1:4740] [3774] ioctl(fd=259, cmd=0xc0140910, arg=0xb675e000) = -1 (Invalid argument)
[child1:4740] [3775] ioctl(fd=259, cmd=0xc0100920, arg=0xa1531b8a) = -1 (Bad address)
[child1:4740] [3776] ioctl(fd=259, cmd=0xc01c0915, arg=0x7ab95fed) = -1 (Bad address)
[child1:4740] [3777] ioctl(fd=259, cmd=0x40040914, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [3778] ioctl(fd=259, cmd=0x400c0907, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [3779] ioctl(fd=259, cmd=0x40080906, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [3780] ioctl(fd=259, cmd=0x40080906, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [3781] ioctl(fd=259, cmd=0x40080925, arg=0xb615e000) = -1 (Invalid argument)
[child1:4740] [3782] ioctl(fd=259, cmd=0xc0280936, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [3783] ioctl(fd=259, cmd=0, arg=0x82000001) = -1 (Not a typewriter)
[child1:4740] [3784] ioctl(fd=259, cmd=0x400c0912, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [3785] ioctl(fd=259, cmd=0x400c0912, arg=0x44404040) = -1 (Bad address)
[child1:4740] [3786] ioctl(fd=259, cmd=0xc0080913, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [3787] ioctl(fd=259, cmd=0xc00c0923, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [3788] ioctl(fd=259, cmd=0xc01c0934, arg=0xb655e000) = 0
[child1:4740] [3789] ioctl(fd=259, cmd=0x400c0912, arg=0x85014000) = -1 (Bad address)
[child1:4740] [3790] ioctl(fd=259, cmd=0x40100939, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [3791] ioctl(fd=259, cmd=0xc0080935, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [3792] ioctl(fd=259, cmd=0xc0140938, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [3793] ioctl(fd=259, cmd=0xc0100920, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [3794] ioctl(fd=259, cmd=0x40140937, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [3795] ioctl(fd=259, cmd=0xc00c0923, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [3796] ioctl(fd=259, cmd=0xc0140933, arg=0xb6c5e000) = -1 (Invalid argument)
[child1:4740] [3797] ioctl(fd=259, cmd=0xc0140933, arg=0x22000) = -1 (Invalid argument)
[child1:4740] [3798] ioctl(fd=259, cmd=0xc0140933, arg=0xffeffbff) = -1 (Bad address)
[child1:4740] [3799] ioctl(fd=259, cmd=0xc01c0915, arg=0xb675e000) = -1 (Invalid argument)
[child1:4740] [3800] ioctl(fd=259, cmd=0x400c092e, arg=0x800000ba) = -1 (Bad address)
[child1:4740] [3801] ioctl(fd=259, cmd=0x800c0912, arg=0x88080000) = -1 (Bad address)
[child1:4740] [3802] ioctl(fd=259, cmd=0x40100939, arg=0xc612801a) = -1 (Bad address)
[child1:4740] [3803] ioctl(fd=259, cmd=0xc0080911, arg=0x7fff7fff) = -1 (Bad address)
[child1:4740] [3804] ioctl(fd=259, cmd=0xc0280936, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [3805] ioctl(fd=259, cmd=0xc00c092f, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [3806] ioctl(fd=259, cmd=0x400c092e, arg=0x0) = -1 (Bad address)
[child1:4740] [3807] ioctl(fd=259, cmd=0x400c0932, arg=0xa0001000) = -1 (Bad address)
[child1:4740] [3808] ioctl(fd=259, cmd=0x40080925, arg=0xb455e000) = -1 (Invalid argument)
[child1:4740] [3809] ioctl(fd=259, cmd=0xc0100920, arg=0xa0905ca8) = -1 (Bad address)
[child1:4740] [3810] ioctl(fd=259, cmd=0xc00c0916, arg=0xe20000ff) = -1 (Bad address)
[child1:4740] [3811] ioctl(fd=259, cmd=0x40080925, arg=0xece4e4e4) = -1 (Bad address)
[child1:4740] [3812] ioctl(fd=259, cmd=0x80080911, arg=0xb675e000) = 0
[child1:4740] [3813] ioctl(fd=259, cmd=0xc00c092f, arg=0xb6d5e000) = -1 (Invalid argument)
[child1:4740] [3814] ioctl(fd=259, cmd=0xc00c0916, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [3815] ioctl(fd=259, cmd=0xc0280936, arg=0xffd6fb7f) = -1 (Bad address)
[child1:4740] [3816] ioctl(fd=259, cmd=0x400c092e, arg=0xbc634000) = -1 (Bad address)
[child1:4740] [3817] ioctl(fd=259, cmd=0xc0080911, arg=0xb675e000) = 0
[child1:4740] [3818] ioctl(fd=259, cmd=0xc0140933, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [3819] ioctl(fd=259, cmd=0x80080911, arg=0xb3b5e000) = 0
[child1:4740] [3820] ioctl(fd=259, cmd=0x40140931, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [3821] ioctl(fd=259, cmd=0xc01c0915, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [3822] ioctl(fd=259, cmd=0x40040924, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [3823] ioctl(fd=259, cmd=0x40040921, arg=0xb6c5e000) = -1 (Invalid argument)
[child1:4740] [3824] ioctl(fd=259, cmd=0x40040914, arg=0xa00038b8) = -1 (Bad address)
[child1:4740] [3825] ioctl(fd=259, cmd=0x40080906, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [3826] ioctl(fd=259, cmd=0xc0140933, arg=0xffffff24) = -1 (Bad address)
[child1:4740] [3827] ioctl(fd=259, cmd=0x400c092e, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [3828] ioctl(fd=259, cmd=0xc01c0934, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [3829] ioctl(fd=259, cmd=0xc0140933, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [3830] ioctl(fd=259, cmd=0xc00c0902, arg=0xb6e5e000) = -1 (Invalid argument)
[child1:4740] [3831] ioctl(fd=259, cmd=0xc0080911, arg=0xb6b5e000) = 0
[child1:4740] [3832] ioctl(fd=259, cmd=0xc0140910, arg=0xb6e60000) = -1 (Invalid argument)
[child1:4740] [3833] ioctl(fd=259, cmd=0x400c0932, arg=0x89006fdf) = -1 (Bad address)
[child1:4740] [3834] ioctl(fd=259, cmd=0x800c0912, arg=0xc0000000) = -1 (Bad address)
[child1:4740] [3835] ioctl(fd=259, cmd=0x80080911, arg=0xc0000000) = -1 (Bad address)
[child1:4740] [3836] ioctl(fd=259, cmd=0xc00c0916, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [3837] ioctl(fd=259, cmd=0xc0140938, arg=0xb655e000) = 0
[child1:4740] [3838] ioctl(fd=259, cmd=0x40100917, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [3839] ioctl(fd=259, cmd=0xc018093a, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [3840] ioctl(fd=259, cmd=0x400c092e, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [3841] ioctl(fd=259, cmd=0xc0140910, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [3842] ioctl(fd=259, cmd=0xc00c0923, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [3843] ioctl(fd=259, cmd=0xc0100920, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [3844] ioctl(fd=259, cmd=0xc01c0934, arg=0xb6e60000) = -1 (Invalid argument)
[child1:4740] [3845] ioctl(fd=259, cmd=0xc018093a, arg=0xc1000098) = -1 (Bad address)
[child1:4740] [3846] ioctl(fd=259, cmd=0x40040924, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [3847] ioctl(fd=259, cmd=0x40040921, arg=0xb595e000) = -1 (Invalid argument)
[child1:4740] [3848] ioctl(fd=259, cmd=0x40140937, arg=0xfffffffb) = -1 (Bad address)
[child1:4740] [3849] ioctl(fd=259, cmd=0x400c0907, arg=0xb615e000) = -1 (Invalid argument)
[child1:4740] [3850] ioctl(fd=259, cmd=0x400c0932, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [3851] ioctl(fd=259, cmd=0xc0080911, arg=0xffffff9c) = -1 (Bad address)
[child1:4740] [3852] ioctl(fd=259, cmd=0xc018093a, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [3853] ioctl(fd=259, cmd=0x800c0912, arg=0xb455e000) = 0
[child1:4740] [3854] ioctl(fd=259, cmd=0xc0140933, arg=0xb6c5e000) = -1 (Invalid argument)
[child1:4740] [3855] ioctl(fd=259, cmd=0xc0080935, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [3856] ioctl(fd=259, cmd=0x400c092e, arg=0xb6e62000) = -1 (Not a typewriter)
[child1:4740] [3857] ioctl(fd=259, cmd=0xc0080911, arg=0xb4f5e000) = 0
[child1:4740] [3858] ioctl(fd=259, cmd=0x40040921, arg=0xb6d5e000) = -1 (Invalid argument)
[child1:4740] [3859] ioctl(fd=259, cmd=0xc00c0916, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [3860] ioctl(fd=259, cmd=0xc0140938, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [3861] ioctl(fd=259, cmd=0x400c0912, arg=0xb6d5e000) = -1 (Invalid argument)
[child1:4740] [3862] ioctl(fd=259, cmd=0x400c0907, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [3863] ioctl(fd=259, cmd=0xc0140933, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [3864] ioctl(fd=259, cmd=0x40080925, arg=0xffffff08) = -1 (Bad address)
[child1:4740] [3865] ioctl(fd=259, cmd=0x40100939, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [3866] ioctl(fd=259, cmd=0xc0140933, arg=0xb595e000) = -1 (Invalid argument)
[child1:4740] [3867] ioctl(fd=259, cmd=0xc01c0915, arg=0xb695e000) = -1 (Invalid argument)
[child1:4740] [3868] ioctl(fd=259, cmd=0x403c0922, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [3869] ioctl(fd=259, cmd=0xc01c0934, arg=0xb655e000) = 0
[child1:4740] [3870] ioctl(fd=259, cmd=0x800c0912, arg=0xd7bc4000) = -1 (Bad address)
[child1:4740] [3871] ioctl(fd=259, cmd=0xc00c092f, arg=0x7f7f) = -1 (Bad address)
[child1:4740] [3872] ioctl(fd=259, cmd=0x40040921, arg=0x8000df8b) = -1 (Bad address)
[child1:4740] [3873] ioctl(fd=259, cmd=0x40100917, arg=0xb455e000) = -1 (Invalid argument)
[child1:4740] [3874] ioctl(fd=259, cmd=0xc0140910, arg=0xb655e000) = -1 (Invalid argument)
[child1:4740] [3875] ioctl(fd=259, cmd=0xc0280936, arg=0xb4f5e000) = -1 (Invalid argument)
[child1:4740] [3876] ioctl(fd=259, cmd=0xc010093b, arg=0xb615e000) = -1 (Invalid argument)
[child1:4740] [3877] ioctl(fd=259, cmd=0xc00c092f, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [3878] ioctl(fd=259, cmd=0x40040914, arg=0xb455e000) = -1 (Invalid argument)
[child1:4740] [3879] ioctl(fd=259, cmd=0xc018093a, arg=0xb595e000) = 0
[child1:4740] [3880] ioctl(fd=259, cmd=0x400c0912, arg=0xb6e60000) = -1 (Invalid argument)
